Date,Country,Cases,Deaths,Population
2021-12-26,Norway,2431,0,5367580
2021-12-25,Norway,2026,0,5367580
2021-12-24,Norway,1781,0,5367580
2021-12-23,Norway,3353,0,5367580
2021-12-22,Norway,3690,0,5367580
2021-12-21,Norway,4173,0,5367580
2021-12-20,Norway,5365,3,5367580
2021-12-19,Norway,2605,0,5367580
2021-12-18,Norway,2747,0,5367580
2021-12-17,Norway,4252,2,5367580
2021-12-16,Norway,4655,0,5367580
2021-12-15,Norway,5021,61,5367580
2021-12-14,Norway,5200,5,5367580
2021-12-13,Norway,6646,0,5367580
2021-12-12,Norway,3212,0,5367580
2021-12-11,Norway,3166,0,5367580
2021-12-10,Norway,5183,1,5367580
2021-12-09,Norway,5301,1,5367580
2021-12-08,Norway,5308,38,5367580
2021-12-07,Norway,5517,0,5367580
2021-12-06,Norway,6473,3,5367580
2021-12-05,Norway,2898,0,5367580
2021-12-04,Norway,2680,0,5367580
2021-12-03,Norway,4293,0,5367580
2021-12-02,Norway,4185,1,5367580
2021-12-01,Norway,4073,38,5367580
2021-11-30,Norway,3787,4,5367580
2021-11-29,Norway,4687,0,5367580
2021-11-28,Norway,1845,0,5367580
2021-11-27,Norway,1796,0,5367580
2021-11-26,Norway,2728,0,5367580
2021-11-25,Norway,2822,1,5367580
2021-11-24,Norway,2939,46,5367580
2021-11-23,Norway,2800,1,5367580
2021-11-22,Norway,3534,6,5367580
2021-11-21,Norway,1351,0,5367580
2021-11-20,Norway,1378,0,5367580
2021-11-19,Norway,2222,0,5367580
2021-11-18,Norway,2335,1,5367580
2021-11-17,Norway,2434,43,5367580
2021-11-16,Norway,2139,3,5367580
2021-11-15,Norway,2861,0,5367580
2021-11-14,Norway,1061,0,5367580
2021-11-13,Norway,1088,0,5367580
2021-11-12,Norway,1791,1,5367580
2021-11-11,Norway,1773,1,5367580
2021-11-10,Norway,1966,23,5367580
2021-11-09,Norway,1753,3,5367580
2021-11-08,Norway,2390,-1,5367580
2021-11-07,Norway,958,0,5367580
2021-11-06,Norway,885,0,5367580
2021-11-05,Norway,1457,2,5367580
2021-11-04,Norway,1498,1,5367580
2021-11-03,Norway,1651,17,5367580
2021-11-02,Norway,1415,0,5367580
2021-11-01,Norway,1975,2,5367580
2021-10-31,Norway,687,0,5367580
2021-10-30,Norway,605,0,5367580
2021-10-29,Norway,1179,0,5367580
2021-10-28,Norway,1143,0,5367580
2021-10-27,Norway,1114,5,5367580
2021-10-26,Norway,1055,1,5367580
2021-10-25,Norway,1224,0,5367580
2021-10-24,Norway,502,0,5367580
2021-10-23,Norway,463,0,5367580
2021-10-22,Norway,752,1,5367580
2021-10-21,Norway,645,0,5367580
2021-10-20,Norway,715,9,5367580
2021-10-19,Norway,580,0,5367580
2021-10-18,Norway,746,0,5367580
2021-10-17,Norway,259,0,5367580
2021-10-16,Norway,290,0,5367580
2021-10-15,Norway,448,0,5367580
2021-10-14,Norway,375,0,5367580
2021-10-13,Norway,386,13,5367580
2021-10-12,Norway,459,0,5367580
2021-10-11,Norway,616,0,5367580
2021-10-10,Norway,243,0,5367580
2021-10-09,Norway,238,0,5367580
2021-10-08,Norway,446,0,5367580
2021-10-07,Norway,449,1,5367580
2021-10-06,Norway,492,9,5367580
2021-10-05,Norway,486,0,5367580
2021-10-04,Norway,657,0,5367580
2021-10-03,Norway,256,0,5367580
2021-10-02,Norway,300,0,5367580
2021-10-01,Norway,488,0,5367580
2021-09-30,Norway,498,0,5367580
2021-09-29,Norway,583,10,5367580
2021-09-28,Norway,609,1,5367580
2021-09-27,Norway,750,0,5367580
2021-09-26,Norway,386,0,5367580
2021-09-25,Norway,404,0,5367580
2021-09-24,Norway,650,0,5367580
2021-09-23,Norway,760,0,5367580
2021-09-22,Norway,725,9,5367580
2021-09-21,Norway,702,0,5367580
2021-09-20,Norway,988,0,5367580
2021-09-19,Norway,481,0,5367580
2021-09-18,Norway,510,0,5367580
2021-09-17,Norway,684,0,5367580
2021-09-16,Norway,810,0,5367580
2021-09-15,Norway,921,12,5367580
2021-09-14,Norway,1012,2,5367580
2021-09-13,Norway,1313,0,5367580
2021-09-12,Norway,778,0,5367580
2021-09-11,Norway,665,0,5367580
2021-09-10,Norway,1183,0,5367580
2021-09-09,Norway,1326,1,5367580
2021-09-08,Norway,1382,3,5367580
2021-09-07,Norway,1438,1,5367580
2021-09-06,Norway,1784,0,5367580
2021-09-05,Norway,954,0,5367580
2021-09-04,Norway,992,0,5367580
2021-09-03,Norway,1545,0,5367580
2021-09-02,Norway,1523,0,5367580
2021-09-01,Norway,1613,8,5367580
2021-08-31,Norway,1624,0,5367580
2021-08-30,Norway,1856,0,5367580
2021-08-29,Norway,956,0,5367580
2021-08-28,Norway,1000,0,5367580
2021-08-27,Norway,1435,0,5367580
2021-08-26,Norway,1394,3,5367580
2021-08-25,Norway,1414,0,5367580
2021-08-24,Norway,1336,0,5367580
2021-08-23,Norway,1179,0,5367580
2021-08-22,Norway,554,0,5367580
2021-08-21,Norway,592,0,5367580
2021-08-20,Norway,741,0,5367580
2021-08-19,Norway,669,0,5367580
2021-08-18,Norway,689,1,5367580
2021-08-17,Norway,637,1,5367580
2021-08-16,Norway,625,1,5367580
2021-08-15,Norway,376,0,5367580
2021-08-14,Norway,434,0,5367580
2021-08-13,Norway,546,1,5367580
2021-08-12,Norway,539,0,5367580
2021-08-11,Norway,609,2,5367580
2021-08-10,Norway,576,1,5367580
2021-08-09,Norway,669,0,5367580
2021-08-08,Norway,331,0,5367580
2021-08-07,Norway,322,0,5367580
2021-08-06,Norway,478,0,5367580
2021-08-05,Norway,463,0,5367580
2021-08-04,Norway,502,5,5367580
2021-08-03,Norway,446,0,5367580
2021-08-02,Norway,455,0,5367580
2021-08-01,Norway,242,0,5367580
2021-07-31,Norway,250,0,5367580
2021-07-30,Norway,354,0,5367580
2021-07-29,Norway,346,0,5367580
2021-07-28,Norway,422,0,5367580
2021-07-27,Norway,349,0,5367580
2021-07-26,Norway,315,0,5367580
2021-07-25,Norway,199,0,5367580
2021-07-24,Norway,175,0,5367580
2021-07-23,Norway,251,0,5367580
2021-07-22,Norway,215,0,5367580
2021-07-21,Norway,261,3,5367580
2021-07-20,Norway,173,0,5367580
2021-07-19,Norway,229,0,5367580
2021-07-18,Norway,144,0,5367580
2021-07-17,Norway,111,0,5367580
2021-07-16,Norway,226,0,5367580
2021-07-15,Norway,187,0,5367580
2021-07-14,Norway,183,0,5367580
2021-07-13,Norway,146,0,5367580
2021-07-12,Norway,187,0,5367580
2021-07-11,Norway,101,0,5367580
2021-07-10,Norway,108,0,5367580
2021-07-09,Norway,175,0,5367580
2021-07-08,Norway,183,0,5367580
2021-07-07,Norway,204,2,5367580
2021-07-06,Norway,200,0,5367580
2021-07-05,Norway,207,0,5367580
2021-07-04,Norway,123,0,5367580
2021-07-03,Norway,99,0,5367580
2021-07-02,Norway,186,0,5367580
2021-07-01,Norway,197,0,5367580
2021-06-30,Norway,261,2,5367580
2021-06-29,Norway,213,0,5367580
2021-06-28,Norway,226,0,5367580
2021-06-27,Norway,106,0,5367580
2021-06-26,Norway,106,0,5367580
2021-06-25,Norway,175,0,5367580
2021-06-24,Norway,174,0,5367580
2021-06-23,Norway,239,2,5367580
2021-06-22,Norway,266,0,5367580
2021-06-21,Norway,205,0,5367580
2021-06-20,Norway,115,0,5367580
2021-06-19,Norway,153,0,5367580
2021-06-18,Norway,171,0,5367580
2021-06-17,Norway,197,0,5367580
2021-06-16,Norway,215,1,5367580
2021-06-15,Norway,195,0,5367580
2021-06-14,Norway,208,0,5367580
2021-06-13,Norway,111,0,5367580
2021-06-12,Norway,129,0,5367580
2021-06-11,Norway,155,0,5367580
2021-06-10,Norway,202,0,5367580
2021-06-09,Norway,207,4,5367580
2021-06-08,Norway,213,1,5367580
2021-06-07,Norway,203,-1,5367580
2021-06-06,Norway,151,0,5367580
2021-06-05,Norway,145,0,5367580
2021-06-04,Norway,262,0,5367580
2021-06-03,Norway,282,0,5367580
2021-06-02,Norway,293,2,5367580
2021-06-01,Norway,387,0,5367580
2021-05-31,Norway,344,0,5367580
2021-05-30,Norway,185,0,5367580
2021-05-29,Norway,199,0,5367580
2021-05-28,Norway,347,0,5367580
2021-05-27,Norway,384,0,5367580
2021-05-26,Norway,363,1,5367580
2021-05-25,Norway,428,0,5367580
2021-05-24,Norway,383,1,5367580
2021-05-23,Norway,338,0,5367580
2021-05-22,Norway,352,0,5367580
2021-05-21,Norway,668,0,5367580
2021-05-20,Norway,603,0,5367580
2021-05-19,Norway,541,7,5367580
2021-05-18,Norway,542,0,5367580
2021-05-17,Norway,183,0,5367580
2021-05-16,Norway,280,0,5367580
2021-05-15,Norway,240,0,5367580
2021-05-14,Norway,415,0,5367580
2021-05-13,Norway,298,0,5367580
2021-05-12,Norway,380,6,5367580
2021-05-11,Norway,427,1,5367580
2021-05-10,Norway,524,0,5367580
2021-05-09,Norway,352,0,5367580
2021-05-08,Norway,352,0,5367580
2021-05-07,Norway,438,0,5367580
2021-05-06,Norway,509,0,5367580
2021-05-05,Norway,495,10,5367580
2021-05-04,Norway,463,0,5367580
2021-05-03,Norway,511,1,5367580
2021-05-02,Norway,296,0,5367580
2021-05-01,Norway,251,0,5367580
2021-04-30,Norway,441,2,5367580
2021-04-29,Norway,414,1,5367580
2021-04-28,Norway,419,16,5367580
2021-04-27,Norway,481,0,5367580
2021-04-26,Norway,502,1,5367580
2021-04-25,Norway,317,0,5367580
2021-04-24,Norway,287,0,5367580
2021-04-23,Norway,510,1,5367580
2021-04-22,Norway,463,1,5367580
2021-04-21,Norway,538,25,5367580
2021-04-20,Norway,532,0,5367580
2021-04-19,Norway,575,1,5367580
2021-04-18,Norway,346,0,5367580
2021-04-17,Norway,331,0,5367580
2021-04-16,Norway,579,1,5367580
2021-04-15,Norway,549,1,5367580
2021-04-14,Norway,601,18,5367580
2021-04-13,Norway,595,1,5367580
2021-04-12,Norway,738,3,5367580
2021-04-11,Norway,396,0,5367580
2021-04-10,Norway,496,0,5367580
2021-04-09,Norway,712,0,5367580
2021-04-08,Norway,770,1,5367580
2021-04-07,Norway,848,6,5367580
2021-04-06,Norway,888,1,5367580
2021-04-05,Norway,715,3,5367580
2021-04-04,Norway,653,0,5367580
2021-04-03,Norway,612,0,5367580
2021-04-02,Norway,699,0,5367580
2021-04-01,Norway,624,0,5367580
2021-03-31,Norway,806,12,5367580
2021-03-30,Norway,849,1,5367580
2021-03-29,Norway,865,4,5367580
2021-03-28,Norway,477,0,5367580
2021-03-27,Norway,602,0,5367580
2021-03-26,Norway,895,0,5367580
2021-03-25,Norway,871,0,5367580
2021-03-24,Norway,1001,7,5367580
2021-03-23,Norway,967,0,5367580
2021-03-22,Norway,1107,1,5367580
2021-03-21,Norway,649,0,5367580
2021-03-20,Norway,709,0,5367580
2021-03-19,Norway,1001,0,5367580
2021-03-18,Norway,1044,0,5367580
2021-03-17,Norway,1058,7,5367580
2021-03-16,Norway,1007,1,5367580
2021-03-15,Norway,1107,1,5367580
2021-03-14,Norway,698,0,5367580
2021-03-13,Norway,737,0,5367580
2021-03-12,Norway,950,0,5367580
2021-03-11,Norway,780,1,5367580
2021-03-10,Norway,856,6,5367580
2021-03-09,Norway,798,0,5367580
2021-03-08,Norway,846,0,5367580
2021-03-07,Norway,572,0,5367580
2021-03-06,Norway,465,0,5367580
2021-03-05,Norway,703,0,5367580
2021-03-04,Norway,601,0,5367580
2021-03-03,Norway,658,9,5367580
2021-03-02,Norway,639,0,5367580
2021-03-01,Norway,552,1,5367580
2021-02-28,Norway,392,0,5367580
2021-02-27,Norway,381,0,5367580
2021-02-26,Norway,493,2,5367580
2021-02-25,Norway,527,0,5367580
2021-02-24,Norway,461,12,5367580
2021-02-23,Norway,445,0,5367580
2021-02-22,Norway,411,1,5367580
2021-02-21,Norway,221,0,5367580
2021-02-20,Norway,216,0,5367580
2021-02-19,Norway,338,0,5367580
2021-02-18,Norway,302,0,5367580
2021-02-17,Norway,320,14,5367580
2021-02-16,Norway,305,0,5367580
2021-02-15,Norway,332,1,5367580
2021-02-14,Norway,160,0,5367580
2021-02-13,Norway,185,0,5367580
2021-02-12,Norway,247,0,5367580
2021-02-11,Norway,262,0,5367580
2021-02-10,Norway,310,9,5367580
2021-02-09,Norway,270,1,5367580
2021-02-08,Norway,301,0,5367580
2021-02-07,Norway,167,0,5367580
2021-02-06,Norway,198,0,5367580
2021-02-05,Norway,288,0,5367580
2021-02-04,Norway,253,8,5367580
2021-02-03,Norway,325,6,5367580
2021-02-02,Norway,294,1,5367580
2021-02-01,Norway,319,10,5367580
2021-01-31,Norway,183,0,5367580
2021-01-30,Norway,175,0,5367580
2021-01-29,Norway,295,0,5367580
2021-01-28,Norway,285,1,5367580
2021-01-27,Norway,344,6,5367580
2021-01-26,Norway,276,2,5367580
2021-01-25,Norway,387,4,5367580
2021-01-24,Norway,189,0,5367580
2021-01-23,Norway,212,0,5367580
2021-01-22,Norway,331,0,5367580
2021-01-21,Norway,346,1,5367580
2021-01-20,Norway,355,18,5367580
2021-01-19,Norway,342,4,5367580
2021-01-18,Norway,446,4,5367580
2021-01-17,Norway,226,0,5367580
2021-01-16,Norway,267,0,5367580
2021-01-15,Norway,398,6,5367580
2021-01-14,Norway,454,2,5367580
2021-01-13,Norway,462,27,5367580
2021-01-12,Norway,563,4,5367580
2021-01-11,Norway,639,7,5367580
2021-01-10,Norway,435,0,5367580
2021-01-09,Norway,414,0,5367580
2021-01-08,Norway,651,4,5367580
2021-01-07,Norway,739,1,5367580
2021-01-06,Norway,710,14,5367580
2021-01-05,Norway,795,3,5367580
2021-01-04,Norway,938,13,5367580
2021-01-03,Norway,447,0,5367580
2021-01-02,Norway,526,0,5367580
2021-01-01,Norway,346,0,5367580
2020-12-31,Norway,434,0,5367580
2020-12-30,Norway,639,3,5367580
2020-12-29,Norway,699,4,5367580
2020-12-28,Norway,778,8,5367580
2020-12-27,Norway,425,0,5367580
2020-12-26,Norway,466,0,5367580
2020-12-25,Norway,293,0,5367580
2020-12-24,Norway,292,0,5367580
2020-12-23,Norway,587,16,5367580
2020-12-22,Norway,560,0,5367580
2020-12-21,Norway,621,1,5367580
2020-12-20,Norway,299,0,5367580
2020-12-19,Norway,309,0,5367580
2020-12-18,Norway,475,0,5367580
2020-12-17,Norway,431,2,5367580
2020-12-16,Norway,450,7,5367580
2020-12-15,Norway,440,2,5367580
2020-12-14,Norway,544,6,5367580
2020-12-13,Norway,285,0,5367580
2020-12-12,Norway,256,0,5367580
2020-12-11,Norway,403,5,5367580
2020-12-10,Norway,435,21,5367580
2020-12-09,Norway,453,0,5367580
2020-12-08,Norway,392,2,5367580
2020-12-07,Norway,500,5,5367580
2020-12-06,Norway,262,0,5367580
2020-12-05,Norway,252,0,5367580
2020-12-04,Norway,382,1,5367580
2020-12-03,Norway,400,2,5367580
2020-12-02,Norway,420,17,5367580
2020-12-01,Norway,362,2,5367580
2020-11-30,Norway,448,4,5367580
2020-11-29,Norway,228,0,5367580
2020-11-28,Norway,236,0,5367580
2020-11-27,Norway,447,12,5367580
2020-11-26,Norway,477,0,5367580
2020-11-25,Norway,513,2,5367580
2020-11-24,Norway,415,3,5367580
2020-11-23,Norway,610,5,5367580
2020-11-22,Norway,279,0,5367580
2020-11-21,Norway,288,0,5367580
2020-11-20,Norway,519,1,5367580
2020-11-19,Norway,564,6,5367580
2020-11-18,Norway,652,1,5367580
2020-11-17,Norway,635,4,5367580
2020-11-16,Norway,722,0,5367580
2020-11-15,Norway,405,0,5367580
2020-11-14,Norway,379,0,5367580
2020-11-13,Norway,697,3,5367580
2020-11-12,Norway,637,6,5367580
2020-11-11,Norway,662,0,5367580
2020-11-10,Norway,603,0,5367580
2020-11-09,Norway,707,1,5367580
2020-11-08,Norway,385,0,5367580
2020-11-07,Norway,388,0,5367580
2020-11-06,Norway,650,0,5367580
2020-11-05,Norway,602,2,5367580
2020-11-04,Norway,690,0,5367580
2020-11-03,Norway,683,0,5367580
2020-11-02,Norway,647,0,5367580
2020-11-01,Norway,323,0,5367580
2020-10-31,Norway,385,0,5367580
2020-10-30,Norway,617,1,5367580
2020-10-29,Norway,431,1,5367580
2020-10-28,Norway,515,0,5367580
2020-10-27,Norway,391,1,5367580
2020-10-26,Norway,487,0,5367580
2020-10-25,Norway,202,0,5367580
2020-10-24,Norway,231,0,5367580
2020-10-23,Norway,368,0,5367580
2020-10-22,Norway,285,0,5367580
2020-10-21,Norway,221,1,5367580
2020-10-20,Norway,183,0,5367580
2020-10-19,Norway,219,0,5367580
2020-10-18,Norway,93,0,5367580
2020-10-17,Norway,88,0,5367580
2020-10-16,Norway,137,0,5367580
2020-10-15,Norway,141,1,5367580
2020-10-14,Norway,162,0,5367580
2020-10-13,Norway,155,1,5367580
2020-10-12,Norway,167,1,5367580
2020-10-11,Norway,78,0,5367580
2020-10-10,Norway,65,0,5367580
2020-10-09,Norway,141,0,5367580
2020-10-08,Norway,168,0,5367580
2020-10-07,Norway,199,0,5367580
2020-10-06,Norway,198,0,5367580
2020-10-05,Norway,209,0,5367580
2020-10-04,Norway,89,0,5367580
2020-10-03,Norway,110,0,5367580
2020-10-02,Norway,134,1,5367580
2020-10-01,Norway,131,0,5367580
2020-09-30,Norway,120,0,5367580
2020-09-29,Norway,110,0,5367580
2020-09-28,Norway,124,4,5367580
2020-09-27,Norway,54,0,5367580
2020-09-26,Norway,63,0,5367580
2020-09-25,Norway,130,0,5367580
2020-09-24,Norway,133,3,5367580
2020-09-23,Norway,143,0,5367580
2020-09-22,Norway,101,0,5367580
2020-09-21,Norway,163,0,5367580
2020-09-20,Norway,77,0,5367580
2020-09-19,Norway,58,0,5367580
2020-09-18,Norway,94,1,5367580
2020-09-17,Norway,117,1,5367580
2020-09-16,Norway,137,0,5367580
2020-09-15,Norway,133,0,5367580
2020-09-14,Norway,104,0,5367580
2020-09-13,Norway,78,0,5367580
2020-09-12,Norway,67,0,5367580
2020-09-11,Norway,119,0,5367580
2020-09-10,Norway,132,1,5367580
2020-09-09,Norway,124,0,5367580
2020-09-08,Norway,113,0,5367580
2020-09-07,Norway,132,0,5367580
2020-09-06,Norway,60,0,5367580
2020-09-05,Norway,73,0,5367580
2020-09-04,Norway,119,0,5367580
2020-09-03,Norway,125,0,5367580
2020-09-02,Norway,101,0,5367580
2020-09-01,Norway,115,0,5367580
2020-08-31,Norway,148,0,5367580
2020-08-30,Norway,50,0,5367580
2020-08-29,Norway,42,0,5367580
2020-08-28,Norway,84,0,5367580
2020-08-27,Norway,52,0,5367580
2020-08-26,Norway,40,0,5367580
2020-08-25,Norway,42,0,5367580
2020-08-24,Norway,67,0,5367580
2020-08-23,Norway,19,0,5367580
2020-08-22,Norway,45,0,5367580
2020-08-21,Norway,53,0,5367580
2020-08-20,Norway,51,2,5367580
2020-08-19,Norway,60,0,5367580
2020-08-18,Norway,58,1,5367580
2020-08-17,Norway,74,0,5367580
2020-08-16,Norway,27,0,5367580
2020-08-15,Norway,44,0,5367580
2020-08-14,Norway,76,4,5367580
2020-08-13,Norway,54,1,5367580
2020-08-12,Norway,63,0,5367580
2020-08-11,Norway,43,0,5367580
2020-08-10,Norway,63,0,5367580
2020-08-09,Norway,34,0,5367580
2020-08-08,Norway,35,0,5367580
2020-08-07,Norway,80,0,5367580
2020-08-06,Norway,79,0,5367580
2020-08-05,Norway,66,0,5367580
2020-08-04,Norway,40,0,5367580
2020-08-03,Norway,38,1,5367580
2020-08-02,Norway,13,0,5367580
2020-08-01,Norway,14,0,5367580
2020-07-31,Norway,72,0,5367580
2020-07-30,Norway,23,0,5367580
2020-07-29,Norway,37,0,5367580
2020-07-28,Norway,16,0,5367580
2020-07-27,Norway,24,0,5367580
2020-07-26,Norway,9,0,5367580
2020-07-25,Norway,6,0,5367580
2020-07-24,Norway,24,0,5367580
2020-07-23,Norway,6,0,5367580
2020-07-22,Norway,22,0,5367580
2020-07-21,Norway,6,0,5367580
2020-07-20,Norway,21,0,5367580
2020-07-19,Norway,3,0,5367580
2020-07-18,Norway,1,0,5367580
2020-07-17,Norway,12,1,5367580
2020-07-16,Norway,4,1,5367580
2020-07-15,Norway,6,0,5367580
2020-07-14,Norway,8,0,5367580
2020-07-13,Norway,19,1,5367580
2020-07-12,Norway,5,0,5367580
2020-07-11,Norway,4,0,5367580
2020-07-10,Norway,13,3,5367580
2020-07-09,Norway,8,0,5367580
2020-07-08,Norway,11,0,5367580
2020-07-07,Norway,10,0,5367580
2020-07-06,Norway,14,0,5367580
2020-07-05,Norway,1,0,5367580
2020-07-04,Norway,2,0,5367580
2020-07-03,Norway,10,0,5367580
2020-07-02,Norway,9,0,5367580
2020-07-01,Norway,8,0,5367580
2020-06-30,Norway,11,0,5367580
2020-06-29,Norway,26,0,5367580
2020-06-28,Norway,1,0,5367580
2020-06-27,Norway,10,0,5367580
2020-06-26,Norway,22,0,5367580
2020-06-25,Norway,17,0,5367580
2020-06-24,Norway,21,1,5367580
2020-06-23,Norway,13,0,5367580
2020-06-22,Norway,28,4,5367580
2020-06-21,Norway,4,0,5367580
2020-06-20,Norway,6,0,5367580
2020-06-19,Norway,18,0,5367580
2020-06-18,Norway,13,1,5367580
2020-06-17,Norway,15,1,5367580
2020-06-16,Norway,36,0,5367580
2020-06-15,Norway,18,0,5367580
2020-06-14,Norway,6,0,5367580
2020-06-13,Norway,7,0,5367580
2020-06-12,Norway,13,0,5367580
2020-06-11,Norway,11,3,5367580
2020-06-10,Norway,14,0,5367580
2020-06-09,Norway,13,0,5367580
2020-06-08,Norway,19,1,5367580
2020-06-07,Norway,9,0,5367580
2020-06-06,Norway,8,0,5367580
2020-06-05,Norway,30,0,5367580
2020-06-04,Norway,17,1,5367580
2020-06-03,Norway,12,0,5367580
2020-06-02,Norway,31,1,5367580
2020-06-01,Norway,7,0,5367580
2020-05-31,Norway,6,0,5367580
2020-05-30,Norway,0,0,5367580
2020-05-29,Norway,16,0,5367580
2020-05-28,Norway,16,1,5367580
2020-05-27,Norway,18,0,5367580
2020-05-26,Norway,12,0,5367580
2020-05-25,Norway,18,0,5367580
2020-05-24,Norway,6,0,5367580
2020-05-23,Norway,6,1,5367580
2020-05-22,Norway,26,0,5367580
2020-05-21,Norway,14,1,5367580
2020-05-20,Norway,19,0,5367580
2020-05-19,Norway,20,1,5367580
2020-05-18,Norway,17,0,5367580
2020-05-17,Norway,4,0,5367580
2020-05-16,Norway,13,0,5367580
2020-05-15,Norway,23,3,5367580
2020-05-14,Norway,24,1,5367580
2020-05-13,Norway,19,4,5367580
2020-05-12,Norway,19,7,5367580
2020-05-11,Norway,25,4,5367580
2020-05-10,Norway,12,0,5367580
2020-05-09,Norway,11,4,5367580
2020-05-08,Norway,42,0,5367580
2020-05-07,Norway,29,0,5367580
2020-05-06,Norway,39,1,5367580
2020-05-05,Norway,44,0,5367580
2020-05-04,Norway,45,4,5367580
2020-05-03,Norway,44,0,5367580
2020-05-02,Norway,23,0,5367580
2020-05-01,Norway,43,2,5367580
2020-04-30,Norway,39,7,5367580
2020-04-29,Norway,39,2,5367580
2020-04-28,Norway,50,0,5367580
2020-04-27,Norway,71,0,5367580
2020-04-26,Norway,37,2,5367580
2020-04-25,Norway,25,11,5367580
2020-04-24,Norway,53,11,5367580
2020-04-23,Norway,69,6,5367580
2020-04-22,Norway,77,9,5367580
2020-04-21,Norway,78,0,5367580
2020-04-20,Norway,84,6,5367580
2020-04-19,Norway,36,12,5367580
2020-04-18,Norway,49,0,5367580
2020-04-17,Norway,108,6,5367580
2020-04-16,Norway,80,3,5367580
2020-04-15,Norway,103,13,5367580
2020-04-14,Norway,122,11,5367580
2020-04-13,Norway,77,5,5367580
2020-04-12,Norway,76,6,5367580
2020-04-11,Norway,110,4,5367580
2020-04-10,Norway,68,8,5367580
2020-04-09,Norway,103,11,5367580
2020-04-08,Norway,106,10,5367580
2020-04-07,Norway,140,1,5367580
2020-04-06,Norway,159,8,5367580
2020-04-05,Norway,72,6,5367580
2020-04-04,Norway,88,2,5367580
2020-04-03,Norway,164,10,5367580
2020-04-02,Norway,198,4,5367580
2020-04-01,Norway,198,2,5367580
2020-03-31,Norway,208,4,5367580
2020-03-30,Norway,264,2,5367580
2020-03-29,Norway,106,4,5367580
2020-03-28,Norway,166,2,5367580
2020-03-27,Norway,262,2,5367580
2020-03-26,Norway,298,2,5367580
2020-03-25,Norway,292,2,5367580
2020-03-24,Norway,313,1,5367580
2020-03-23,Norway,296,0,5367580
2020-03-22,Norway,148,0,5367580
2020-03-21,Norway,174,1,5367580
2020-03-20,Norway,308,3,5367580
2020-03-19,Norway,239,0,5367580
2020-03-18,Norway,213,0,5367580
2020-03-17,Norway,176,2,5367580
2020-03-16,Norway,180,0,5367580
2020-03-15,Norway,99,0,5367580
2020-03-14,Norway,100,0,5367580
2020-03-13,Norway,147,1,5367580
2020-03-12,Norway,206,,5367580
2020-03-11,Norway,175,,5367580
2020-03-10,Norway,241,,5367580
2020-03-09,Norway,247,,5367580
2020-03-08,Norway,65,,5367580
2020-03-07,Norway,19,,5367580
2020-03-06,Norway,24,,5367580
2020-03-05,Norway,33,,5367580
2020-03-04,Norway,33,,5367580
2020-03-03,Norway,31,,5367580
2020-03-02,Norway,12,,5367580
2020-03-01,Norway,10,,5367580
2020-02-29,Norway,6,,5367580
2020-02-28,Norway,9,,5367580
2020-02-27,Norway,2,,5367580
2020-02-26,Norway,3,,5367580
2020-02-25,Norway,0,,5367580
2020-02-24,Norway,0,,5367580
2020-02-23,Norway,0,,5367580
2020-02-22,Norway,0,,5367580
2020-02-21,Norway,1,,5367580
2020-02-20,Norway,0,,5367580
2020-02-19,Norway,0,,5367580
2020-02-18,Norway,1,,5367580
2022-06-08,Sweden,466,0,10327589
2022-06-07,Sweden,408,0,10327589
2022-06-06,Sweden,102,0,10327589
2022-06-05,Sweden,67,0,10327589
2022-06-04,Sweden,146,0,10327589
2022-06-03,Sweden,167,0,10327589
2022-06-02,Sweden,231,6,10327589
2022-06-01,Sweden,251,1,10327589
2022-05-31,Sweden,217,6,10327589
2022-05-30,Sweden,181,3,10327589
2022-05-29,Sweden,64,4,10327589
2022-05-28,Sweden,120,4,10327589
2022-05-27,Sweden,144,2,10327589
2022-05-26,Sweden,143,2,10327589
2022-05-25,Sweden,308,5,10327589
2022-05-24,Sweden,308,6,10327589
2022-05-23,Sweden,231,1,10327589
2022-05-22,Sweden,74,5,10327589
2022-05-21,Sweden,113,8,10327589
2022-05-20,Sweden,231,8,10327589
2022-05-19,Sweden,413,4,10327589
2022-05-18,Sweden,476,2,10327589
2022-05-17,Sweden,296,7,10327589
2022-05-16,Sweden,215,6,10327589
2022-05-15,Sweden,87,10,10327589
2022-05-14,Sweden,100,6,10327589
2022-05-13,Sweden,228,8,10327589
2022-05-12,Sweden,307,3,10327589
2022-05-11,Sweden,369,7,10327589
2022-05-10,Sweden,366,5,10327589
2022-05-09,Sweden,200,3,10327589
2022-05-08,Sweden,70,10,10327589
2022-05-07,Sweden,173,10,10327589
2022-05-06,Sweden,281,5,10327589
2022-05-05,Sweden,315,8,10327589
2022-05-04,Sweden,382,6,10327589
2022-05-03,Sweden,455,10,10327589
2022-05-02,Sweden,264,2,10327589
2022-05-01,Sweden,101,8,10327589
2022-04-30,Sweden,177,9,10327589
2022-04-29,Sweden,402,5,10327589
2022-04-28,Sweden,372,10,10327589
2022-04-27,Sweden,428,4,10327589
2022-04-26,Sweden,453,9,10327589
2022-04-25,Sweden,387,6,10327589
2022-04-24,Sweden,78,8,10327589
2022-04-23,Sweden,213,14,10327589
2022-04-22,Sweden,413,9,10327589
2022-04-21,Sweden,545,10,10327589
2022-04-20,Sweden,667,11,10327589
2022-04-19,Sweden,465,6,10327589
